"a",0,1,
"a",1,40,
"a",5,30,
"a",1,-40,
"a",5,1,
"a",1,40,
"a",5,30,
"a",1,-40,
"a",5,1,
"a",1,1,
"a",0,90,
"a",1,20,
"a",3,-60,
"a",5,-30,
"a",3,1,
"a",5,1,
"a",3,-60,
"a",5,-30,
"a",3,1,
"a",5,1
